#multi:
#	mass A	mass B	
#t	x	x	
0.000000E0	2.533582E0	6.593035E-1
8.333333E-3	2.524412E0	6.585974E-1
1.666667E-2	2.514103E0	6.581512E-1
2.500000E-2	2.502120E0	6.580596E-1
3.333333E-2	2.488569E0	6.580989E-1
4.166667E-2	2.473105E0	6.582487E-1
5.000000E-2	2.456317E0	6.576477E-1
5.833333E-2	2.438194E0	6.568683E-1
6.666667E-2	2.419165E0	6.563274E-1
7.500000E-2	2.398457E0	6.561083E-1
8.333333E-2	2.376289E0	6.562445E-1
9.166667E-2	2.352780E0	6.564184E-1
1.000000E-1	2.328051E0	6.559269E-1
1.083333E-1	2.302292E0	6.550175E-1
1.166667E-1	2.275139E0	6.544555E-1
1.250000E-1	2.246865E0	6.542764E-1
1.333333E-1	2.217341E0	6.541158E-1
1.416667E-1	2.186371E0	6.542130E-1
1.500000E-1	2.154228E0	6.534061E-1
1.583333E-1	2.120869E0	6.523922E-1
1.666667E-1	2.086620E0	6.516338E-1
1.750000E-1	2.051529E0	6.510205E-1
1.833333E-1	2.015043E0	6.506507E-1
1.916667E-1	1.977312E0	6.506064E-1
2.000000E-1	1.938523E0	6.501299E-1
2.083333E-1	1.898552E0	6.487721E-1
2.166667E-1	1.858294E0	6.477811E-1
2.250000E-1	1.816851E0	6.472214E-1
2.333333E-1	1.774123E0	6.466675E-1
2.416667E-1	1.730241E0	6.464747E-1
2.500000E-1	1.685569E0	6.454631E-1
2.583333E-1	1.640197E0	6.438895E-1
2.666667E-1	1.594360E0	6.423898E-1
2.750000E-1	1.547518E0	6.410928E-1
2.833333E-1	1.499327E0	6.396756E-1
2.916667E-1	1.449521E0	6.382643E-1
3.000000E-1	1.400502E0	6.364414E-1
3.083333E-1	1.349636E0	6.332693E-1
3.166667E-1	1.298996E0	6.300565E-1
3.250000E-1	1.247775E0	6.265671E-1
3.333333E-1	1.195219E0	6.228525E-1
3.416667E-1	1.141906E0	6.193829E-1
3.500000E-1	1.088217E0	6.153748E-1
3.583333E-1	1.033778E0	6.093128E-1
3.666667E-1	9.779212E-1	6.025894E-1
3.750000E-1	9.216668E-1	5.955238E-1
3.833333E-1	8.639128E-1	5.870838E-1
3.916667E-1	8.055596E-1	5.755893E-1
4.000000E-1	7.462024E-1	5.623503E-1
4.083333E-1	7.037012E-1	5.160337E-1
