#~/MEOCloud/fis/2023/fallingSlinky/2023-11-28/videos/DSC_1763.MP4
# Tempos já corrigidos (tStacker/5)

#                mass A	mass B	mass C	
# t xa   xb   xc

0.000000000	2.521198000	1.006861000	0.153190700
0.008341666	2.520546000	1.006620000	0.153346800
0.016683334	2.520513000	1.007654000	0.153390600
0.025025000	2.520544000	1.007873000	0.153551200
0.033366660	2.519220000	1.007859000	0.153540900
0.041708340	2.519128000	1.007820000	0.153667900
0.050050000	2.519102000	1.007746000	0.153707800
0.058391660	2.517973000	1.007997000	0.154893300
0.066733340	2.515798000	1.008786000	0.154982700
0.075075000	2.513388000	1.009174000	0.154991700
0.083416660	2.510037000	1.009192000	0.155040700
0.091758340	2.503974000	1.009175000	0.155230200
0.100100000	2.497389000	1.009236000	0.155371100
0.108441660	2.487596000	1.009472000	0.155725400
0.116783340	2.474482000	1.010604000	0.156129500
0.125125000	2.459824000	1.010862000	0.156080500
0.133466660	2.442972000	1.010766000	0.156152300
0.141808340	2.426280000	1.010668000	0.156550000
0.150150000	2.406679000	1.010256000	0.157755500
0.158491660	2.384533000	1.010634000	0.157862600
0.166833340	2.361009000	1.010775000	0.157653900
0.175175000	2.335008000	1.010730000	0.157837400
0.183516660	2.306778000	1.009685000	0.158165200
0.191858340	2.277348000	1.009326000	0.158085800
0.200200000	2.245414000	1.008203000	0.158160600
0.208541600	2.213182000	1.007798000	0.158580800
0.216883400	2.178664000	1.006617000	0.158776000
0.225225000	2.142879000	1.005188000	0.159080900
0.233566600	2.104485000	1.003452000	0.159247200
0.241908400	2.062644000	1.000550000	0.159487700
0.250250000	2.022726000	0.997695900	0.159628900
0.258591600	1.981189000	0.994738100	0.159872600
0.266933400	1.938064000	0.990135900	0.160158900
0.275275000	1.891540000	0.984511900	0.160160700
0.283616600	1.845050000	0.979120500	0.160233100
0.291958400	1.793273000	0.973193800	0.160219100
0.300300000	1.745079000	0.967000400	0.160154600
0.308641600	1.696206000	0.959689200	0.160119300
0.316983400	1.644357000	0.950983700	0.159765900
0.325325000	1.590288000	0.941905500	0.159660900
0.333666600	1.532540000	0.931989700	0.159611500
0.342008400	1.470747000	0.921084600	0.159607500
0.350350000	1.416576000	0.910014900	0.159022500
0.358691600	1.364396000	0.898125800	0.158561900
0.367033400	1.306248000	0.884565900	0.157580700
0.375375000	1.247760000	0.870171700	0.156900400
0.383716600	1.183977000	0.854913600	0.156235400
0.392058400	1.118170000	0.838045000	0.154856600
0.400400000	1.054769000	0.823756800	0.153632000
0.408741600	0.996526700	0.806286200	0.152864000
0.417083400	0.932479500	0.786781000	0.152266900

